MeSH Disease Term	MeSH Disease Term.1	similarity_score	shared_genes	shared_symptoms	repurposing_score
Cytomegalovirus Infections	Lissencephaly	0.3239123873190966	0	2	0.06051702491551801
Death, Sudden, Cardiac	Insulinoma	0.3239060910147283	0	2	0.06051162152333767
Anemia, Iron-Deficiency	Anemia, Pernicious	0.3005998283668838	0	3	0.06051054311648944
Anemia	Uterine Cervical Neoplasms	0.3472033330628785	0	1	0.06050495858939317
Meningioma	Eye Abnormalities	0.3238961429394274	0	2	0.060503084237154295
Cleft Palate	Williams Syndrome	0.3005857681757385	0	3	0.06049847687533522
Psoriasis	Glucose Intolerance	0.3238879478993818	0	2	0.06049605137903472
Anemia, Iron-Deficiency	Carcinoma, Medullary	0.347189674025855	0	1	0.06049323661257531
Cardiomyopathy, Dilated	Hyperemia	0.3238766873019142	0	2	0.060486387706387576
Hemorrhage	Cocaine-Related Disorders	0.3471800832617419	0	1	0.060485005965392344
Amenorrhea	Neoplasms, Second Primary	0.3238640010104276	0	2	0.06047550052492268
Bone Diseases	Carcinoma, Renal Cell	0.323848729217934	0	2	0.060462394506008654
Carcinoma, Basal Cell	Lipidoses	0.3238476585860877	0	2	0.06046147570612101
Venous Thrombosis	Hyperplasia	0.3238444133785453	0	2	0.06045869071860571
Osteoporosis, Postmenopausal	Bone Demineralization, Pathologic	0.3005291361227452	0	3	0.060449876112983254
Huntington Disease	Spinocerebellar Ataxias	0.3471327193070518	0	1	0.060444358943356744
Carcinoma, Squamous Cell	Behcet Syndrome	0.3471314997277024	0	1	0.06044331231899833
Sepsis	Acidosis	0.3005208086819463	0	3	0.06044272963056077
Infertility, Male	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0.3471203182127186	0	1	0.06043371651373012
Cryptorchidism	Mandibulofacial Dysostosis	0.3238140646612979	0	2	0.06043264591329377
Liver Neoplasms	Leukemia, Monocytic, Acute	0.3005060709490943	0	3	0.06043008193346897
Carcinoma, Renal Cell	Adenomatous Polyposis Coli	0.3238082035676117	0	2	0.06042761601226934
Esophageal Neoplasms	Diabetes Mellitus	0.3004805852919266	0	3	0.06040821053199361
Bone Diseases	Retinitis Pigmentosa	0.3237722686446743	0	2	0.0603967772106101
Glioma	Leukopenia	0.3237654510209807	0	2	0.060390926430152314
Precursor Cell Lymphoblastic Leukemia-Lymphoma	Supratentorial Neoplasms	0.3470648803379925	0	1	0.06038614057691605
Lung Neoplasms	Fibrosarcoma	0.3237473938220363	0	2	0.06037543001799256
Incontinentia Pigmenti	Xeroderma Pigmentosum	0.3237445843027579	0	2	0.06037301893148664
Cytomegalovirus Infections	Medulloblastoma	0.3237417017158164	0	2	0.060370545139429015
Breast Neoplasms	Failure to Thrive	0.3004345635677825	0	3	0.06036871539169876
Brain Diseases	Ataxia Telangiectasia	0.3237395475428687	0	2	0.06036869646112827
Ehlers-Danlos Syndrome	Calcinosis	0.3470428487766646	0	1	0.06036723342770028
Intestinal Neoplasms	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0.3237355219964738	0	2	0.060365241798735966
Metabolism, Inborn Errors	Xanthomatosis	0.3470366982537604	0	1	0.06036195514294442
Lipodystrophy	Maple Syrup Urine Disease	0.323722548384746	0	2	0.060354108043431276
Movement Disorders	Motor Neuron Disease	0.3470264730978147	0	1	0.06035318007038638
Cytomegalovirus Infections	Synostosis	0.3004130346618991	0	3	0.06035023961370324
Melanoma	Corneal Dystrophies, Hereditary	0.3237163608417899	0	2	0.06034879798863266
Influenza, Human	Neoplasms, Germ Cell and Embryonal	0.3470165629605406	0	1	0.060344675342037746
Leukemia, Myeloid, Acute	Multiple Myeloma	0.3004060497154441	0	3	0.06034424523940886
Amino Acid Metabolism, Inborn Errors	Dwarfism, Pituitary	0.3470130950446434	0	1	0.06034169922961609
Chromosome Disorders	Photosensitivity Disorders	0.3236949778097932	0	2	0.060330447397377265
Stroke	Glycogen Storage Disease Type IIb	0.3469883007418033	0	1	0.06032042113785849
Sarcoidosis	Polyendocrinopathies, Autoimmune	0.3236790466419759	0	2	0.06031677551263787
Uterine Cervical Neoplasms	Femoral Fractures	0.3469732329491273	0	1	0.06030749018847013
Central Nervous System Diseases	Foot Deformities, Congenital	0.346972932124151	0	1	0.06030723202507306
Arthritis, Rheumatoid	Penile Diseases	0.3003545594564465	0	3	0.06030005708608026
Ileitis	Anemia, Iron-Deficiency	0.3236546355149911	0	2	0.060295826256543054
Vitiligo	Ear Diseases	0.3003365934894048	0	3	0.06028463896774502
Carcinoma	Colonic Diseases, Functional	0.3236366320470591	0	2	0.06028037595551697
Hyperlipidemias	Pancreatic Diseases	0.3003300887181081	0	3	0.06027905667243286
Muscular Dystrophies	Refsum Disease	0.3469380084517455	0	1	0.06027726106316503
Idiopathic Pulmonary Fibrosis	Neuroectodermal Tumors	0.3236279119638599	0	2	0.06027289251338741
Liver Cirrhosis	Graft vs Host Disease	0.3003176811830912	0	3	0.06026840871550992
Malaria	Adrenal Insufficiency	0.3236201560383761	0	2	0.06026623649667362
Prostatic Neoplasms	Hyperinsulinism	0.3236189309634891	0	2	0.060265185156128845
Uterine Cervical Neoplasms	Drug Toxicity	0.3236120903744273	0	2	0.06025931466714305
Skin Neoplasms	Exostoses, Multiple Hereditary	0.3469132354408776	0	1	0.06025600124385254
Alcoholism	Hypoxia-Ischemia, Brain	0.3236004875114721	0	2	0.06024935726748539
Alopecia	Pierre Robin Syndrome	0.3002912352656772	0	3	0.06024571323336715
Esophageal Neoplasms	Pancreatic Diseases	0.3002857635876725	0	3	0.06024101752292904
Myeloproliferative Disorders	Granulomatous Disease, Chronic	0.3235682126570683	0	2	0.06022165948070364
Crohn Disease	Neoplasms, Germ Cell and Embryonal	0.3002585427350736	0	3	0.06021765700325418
Hypertension	Lupus Erythematosus, Systemic	0.3235521870314843	0	2	0.060207906533752534
Diabetic Nephropathies	Immune Complex Diseases	0.3235519097058426	0	2	0.06020766853712527
Osteochondrodysplasias	Fibrous Dysplasia of Bone	0.3002436117559255	0	3	0.06020484346514454
Diabetes Mellitus, Experimental	Osteosarcoma	0.3002431387176733	0	3	0.06020443751094608
Eye Abnormalities	Night Blindness	0.3002313381948995	0	3	0.06019431048265302
Kyphosis	Calcinosis	0.3235354881935625	0	2	0.06019357584626204
Skin Neoplasms	Craniofacial Abnormalities	0.3468383278231873	0	1	0.060191716671189305
Acromegaly	Osteochondrodysplasias	0.3468370608101033	0	1	0.060190629339924806
Skin Neoplasms	Abnormalities, Multiple	0.3468278238736589	0	1	0.060182702342239464
Lymphatic Diseases	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0.346822957051897	0	1	0.06017852571018467
Alexander Disease	Unverricht-Lundborg Syndrome	0.3002018086352727	0	3	0.06016896866589158
Pheochromocytoma	Wounds, Penetrating	0.3468102608780797	0	1	0.06016763004785462
Esophageal Neoplasms	Neoplasms, Second Primary	0.3235001479534713	0	2	0.0601632473923327
Stevens-Johnson Syndrome	Leukoencephalitis, Acute Hemorrhagic	0.3234931408438984	0	2	0.060157233997989265
HIV Infections	Tobacco Use Disorder	0.3234590044386964	0	2	0.06012793865676319
Carcinoma	Hyperprolactinemia	0.3001473414519744	0	3	0.06012222576162548
Breast Neoplasms	Dwarfism, Pituitary	0.3001449743006416	0	3	0.06012019430852961
Epilepsy	Galactosemias	0.3234313475641729	0	2	0.060104203949736534
Lymphoma, Follicular	Aortic Aneurysm	0.3234295611899355	0	2	0.060102670910667746
Severe Acute Respiratory Syndrome	Oral Ulcer	0.3234137047093357	0	2	0.060089063121357006
Bipolar Disorder	Dwarfism, Pituitary	0.3233959635785529	0	2	0.0600738379540629
Hepatitis C	Diabetes Mellitus	0.3000698036252531	0	3	0.060055683983770196
Neuroendocrine Tumors	Multiple Endocrine Neoplasia Type 1	0.323374682987274	0	2	0.060055575275865886
Ehlers-Danlos Syndrome	Brain Diseases, Metabolic, Inborn	0.3233739074117746	0	2	0.06005490968882565
Carcinoma, Papillary	Ovarian Hyperstimulation Syndrome	0.346670649585744	0	1	0.06004781777049895
Fanconi Anemia	Pseudohypoparathyroidism	0.32334660308711	0	2	0.060031477534699784
Epilepsies, Partial	Depressive Disorder	0.3233353318725336	0	2	0.060021804750612126
Muscular Dystrophies	Rubinstein-Taybi Syndrome	0.3466360909717768	0	1	0.06001816009616332
Darier Disease	Liver Cirrhosis, Biliary	0.3466306944457608	0	1	0.06001352888001333
Ischemic Attack, Transient	Neuronal Ceroid-Lipofuscinoses	0.323323676708827	0	2	0.060011802467248944
Cholangitis, Sclerosing	Angioedema	0.3000092570980643	0	3	0.06000372387948993
Neovascularization, Pathologic	Sudden Infant Death	0.3233108941178153	0	2	0.06000083264300336
Leiomyosarcoma	Peritonitis	0.323303177791513	0	2	0.059994210609702
Pigmentation Disorders	Pyruvate Carboxylase Deficiency Disease	0.3232723631356011	0	2	0.059967765942949246
Hernia, Diaphragmatic	Thrombophilia	0.3232668971747958	0	2	0.05996307513892427
Brain Diseases	Rhabdomyolysis	0.3232525442351753	0	2	0.05995075766550283
Scleroderma, Systemic	Intestinal Pseudo-Obstruction	0.3232341633390648	0	2	0.05993498346138227
Bacterial Infections	Sarcoma	0.3232285995965557	0	2	0.059930208742593534
Sarcoma, Kaposi	Epidermolysis Bullosa	0.323228236391619	0	2	0.059929897045667854
Glioma	Optic Nerve Diseases	0.3232166563411648	0	2	0.0599199592233499
Lung Neoplasms	Oral Ulcer	0.3232032655450737	0	2	0.05990846744680062
Bone Diseases	Dislocations	0.323201284384604	0	2	0.05990676724516424
Growth Disorders	Eye Diseases, Hereditary	0.3231895553855115	0	2	0.05989670159740132
Kyphosis	Neoplasms, Second Primary	0.3464879615597474	0	1	0.05989103769867187
beta-Thalassemia	Rhabdomyolysis	0.3464634485792033	0	1	0.059870001033409115
Bone Diseases, Developmental	Gingival Hyperplasia	0.3464568068143082	0	1	0.05986430117228447
Pheochromocytoma	Intracranial Hemorrhages	0.3464316118326561	0	1	0.05984267922409411
Carcinoma, Squamous Cell	Acidosis, Lactic	0.3464218656762376	0	1	0.059834315221609605
Connective Tissue Diseases	Hair Diseases	0.3231066307917767	0	2	0.05982553697842289
Head and Neck Neoplasms	Oral Ulcer	0.3230243120882519	0	2	0.05975489232516261
Adenoma	Adenoma, Oxyphilic	0.3230206510307083	0	2	0.0597517504615319
Liver Neoplasms	Vitamin A Deficiency	0.3230082420843886	0	2	0.05974110129345048
Spinal Diseases	Achondroplasia	0.322994955865262	0	2	0.05972969926325382
Carcinoma, Renal Cell	Spondylitis, Ankylosing	0.3229780627818864	0	2	0.05971520187728361
Lymphoma, T-Cell	Venous Thrombosis	0.3462646853150095	0	1	0.05969942543784448
Cardiomyopathies	Sarcoma	0.3229435570024695	0	2	0.059685589544751595
Carcinoma, Non-Small-Cell Lung	Pulmonary Blastoma	0.3229427687762194	0	2	0.05968491310103049
Hyperpigmentation	Dermatitis, Atopic	0.3229419786850815	0	2	0.05968423505689117
Eosinophilia	Stevens-Johnson Syndrome	0.3229357126763003	0	2	0.059678857663920656
Migraine Disorders	Supratentorial Neoplasms	0.3462397924161359	0	1	0.059678062732477805
Thoracic Diseases	Glycogen Storage Disease Type VII	0.3229272134982981	0	2	0.05967156379925503
Uterine Neoplasms	Hypothyroidism	0.3229181229269093	0	2	0.05966376240982344
Corneal Opacity	Hypospadias	0.3229080663485614	0	2	0.05965513200798337
Cardiomyopathy, Hypertrophic	Thromboembolism	0.3229058273197889	0	2	0.05965321050771065
Breast Neoplasms, Male	Hyperlipidemia, Familial Combined	0.3229026079496617	0	2	0.05965044769347021
Psoriasis	Hyperuricemia	0.3228608021226614	0	2	0.0596145705716712
Carcinoma, Squamous Cell	Breast Neoplasms, Male	0.3228598443999364	0	2	0.059613748668665846
Down Syndrome	Osteopetrosis	0.3228174295209256	0	2	0.059577348867739785
Exostoses, Multiple Hereditary	Keratoderma, Palmoplantar	0.3461206613534045	0	1	0.05957582627516225
Skin Neoplasms	Hallermann's Syndrome	0.3227949690005247	0	2	0.05955807359240346
Hyperpigmentation	Keloid	0.32279177746375	0	2	0.05955533466432076
Pancreatitis, Chronic	Aortic Aneurysm, Abdominal	0.3460951762596553	0	1	0.05955395535720402
Growth Disorders	Hypoglycemia	0.322788430274151	0	2	0.059552462157363144
Developmental Disabilities	Darier Disease	0.3460763913395815	0	1	0.05953783442589301
Burkitt Lymphoma	Schistosomiasis mansoni	0.3227478758318881	0	2	0.05951765895482043
Leukemia, Lymphoid	Adrenal Insufficiency	0.3460318597095944	0	1	0.059499618061630094
Liposarcoma	Rhabdomyosarcoma	0.322723411968572	0	2	0.05949666444121213
Cerebral Infarction	Atrophy	0.3227140665529819	0	2	0.05948864434838185
Fanconi Syndrome	Primary Myelofibrosis	0.3227132268783583	0	2	0.059487923752452904
Kidney Neoplasms	Neuroendocrine Tumors	0.3460028505512798	0	1	0.05947472284532132
Leukemia, Lymphoid	Hyponatremia	0.3226027806042811	0	2	0.05939314044802779
Acrocephalosyndactylia	Periventricular Nodular Heterotopia	0.3459061140811077	0	1	0.059391705085076005
Lymphoma, Follicular	Thrombocytopenia	0.3225887001225301	0	2	0.05938105679378587
Lead Poisoning	Noonan Syndrome	0.3225805678740359	0	2	0.05937407782241605
Necrosis	Thrombophilia	0.3225702453577169	0	2	0.05936521919667362
Arachnoid Cysts	Glioma	0.3691709227766717	0	0	0.059357208343631944
Liver Neoplasms	Folic Acid Deficiency	0.3225572333675814	0	2	0.05935405250560601
Nasopharyngeal Neoplasms	Wounds, Penetrating	0.3691637854619308	0	0	0.05935108320920332
Epilepsy, Temporal Lobe	Metal Metabolism, Inborn Errors	0.3458568443517767	0	1	0.05934942255637016
Congenital Hypothyroidism	Osteitis Deformans	0.3458384250536391	0	1	0.05933361539621684
Primary Ovarian Insufficiency	Nervous System Malformations	0.3225301272073078	0	2	0.05933079041313184
Movement Disorders	Muscular Dystrophies, Limb-Girdle	0.3225225102093748	0	2	0.05932425362191891
Cystic Fibrosis	Osteosarcoma	0.3225186724497019	0	2	0.05932096011522142
Hypothyroidism	Lipomatosis	0.3224936320436848	0	2	0.0592994708214786
Liver Cirrhosis	Anemia, Sideroblastic	0.3457951672763799	0	1	0.05929649223289629
Aortic Aneurysm, Thoracic	Dextrocardia	0.3224890619284624	0	2	0.05929554881844133
Hypothyroidism	Hereditary Sensory and Autonomic Neuropathies	0.3224504873458791	0	2	0.059262444701216825
Dermoid Cyst	Intestinal Neoplasms	0.3224407019891193	0	2	0.05925404705759847
Migraine Disorders	Moyamoya Disease	0.3224383811616422	0	2	0.059252055358927636
Myotonic Dystrophy	Hypertrophy	0.3224326313994214	0	2	0.05924712100086532
Liver Cirrhosis	Malaria, Falciparum	0.3457284117371731	0	1	0.05923920364939664
Muscle Weakness	Cerebral Amyloid Angiopathy	0.3224180635454939	0	2	0.0592346190912702
Lipodystrophy	Inflammation	0.3457218313977063	0	1	0.05923355650263578
Migraine Disorders	Behcet Syndrome	0.3224120452447658	0	2	0.059229454277565076
Prostatic Diseases	Endometriosis	0.3224077355516314	0	2	0.05922575576478362
Myositis	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.3457121554557374	0	1	0.0592252527571188
Neoplasm Recurrence, Local	Pancreatic Diseases	0.3223969602979982	0	2	0.05921650860679748
Pigmentation Disorders	Basal Cell Nevus Syndrome	0.3223913980743658	0	2	0.05921173519148551
Schistosomiasis	Cardiomegaly	0.3223797735843248	0	2	0.059201759231793355
Neoplasm Recurrence, Local	Angioedemas, Hereditary	0.3223697194366946	0	2	0.0591931309159581
Rhabdomyolysis	Granuloma	0.3223654941546368	0	2	0.059189504843472476
Sarcoma	Hemorrhage	0.3223587354505306	0	2	0.05918370462690414
Bone Diseases	Neurofibromatosis 2	0.3223451508044285	0	2	0.05917204649123806
Astrocytoma	Lissencephaly	0.3456390195375894	0	1	0.05916248862992527
Developmental Disabilities	Pigmentation Disorders	0.3456322635860596	0	1	0.05915669077557587
Hepatitis C, Chronic	Heat Stress Disorders	0.3223073860593112	0	2	0.05913963736414983
Polycystic Kidney Diseases	Exostoses, Multiple Hereditary	0.3456008539206854	0	1	0.059129735480796336
Hypersensitivity	Neurotic Disorders	0.3455909138229596	0	1	0.05912120504084594
Substance-Related Disorders	Anemia, Sickle Cell	0.3222854677513511	0	2	0.05912082740724341
Hereditary Sensory and Autonomic Neuropathies	Chromosome Breakage	0.3455790662514451	0	1	0.05911103763604265
Adenomatous Polyposis Coli	Liver Neoplasms, Experimental	0.3222539900550096	0	2	0.05909381372932748
Parkinson Disease, Secondary	Atrophy	0.3222386424997966	0	2	0.059080642692005594
Lipodystrophy	Ectodermal Dysplasia	0.3222346001169275	0	2	0.05907717358080844
Epilepsy	Exostoses, Multiple Hereditary	0.3454710609816592	0	1	0.05901834916419364
Schistosomiasis	Cystic Fibrosis	0.3221650830849938	0	2	0.05901751512645537
Cerebral Palsy	Purine-Pyrimidine Metabolism, Inborn Errors	0.3221647584276276	0	2	0.05901723651046553
Primary Ovarian Insufficiency	Corneal Opacity	0.322157113682522	0	2	0.059010675907053126
Staphylococcal Skin Infections	Splenomegaly	0.3221479218707428	0	2	0.059002787634665835
Metabolism, Inborn Errors	Cytomegalovirus Infections	0.3221294685593189	0	2	0.05898695128483006
Microphthalmos	Holoprosencephaly	0.3221240435473109	0	2	0.05898229562243708
Crohn Disease	Peutz-Jeghers Syndrome	0.3221218605090805	0	2	0.05898042217239186
Testicular Diseases	Venous Thrombosis	0.322106644336458	0	2	0.058967363885601205
Microcephaly	Acromegaly	0.3454022845617261	0	1	0.05895932629174047
Abnormalities, Multiple	Gingival Hyperplasia	0.3453954411311917	0	1	0.0589534533642463
Hemangioma	Noonan Syndrome	0.3453949097824436	0	1	0.05895299736887146
Neoplasms, Second Primary	Hemorrhage	0.3220871856135084	0	2	0.05895066470696012
Adenomatous Polyposis Coli	Limb Deformities, Congenital	0.3453908864384419	0	1	0.05894954459653935
Retinoblastoma	Cleidocranial Dysplasia	0.3453865267049526	0	1	0.058945803139890146
Neovascularization, Pathologic	Fetal Diseases	0.3220797558206128	0	2	0.058944288572249176
Spastic Paraplegia, Hereditary	Darier Disease	0.3453772351082695	0	1	0.058937829233623326
Endometrial Hyperplasia	Hyperhomocysteinemia	0.3220647749577648	0	2	0.05893143222471063
Aortic Aneurysm, Thoracic	Neuroectodermal Tumors	0.3220410081403351	0	2	0.058911035905228795
Skin Neoplasms	Amino Acid Metabolism, Inborn Errors	0.3453416098504527	0	1	0.05890725618183786
Leukemia, Promyelocytic, Acute	Lipoma	0.3220274552537627	0	2	0.05889940502510573
Hematuria	Graft vs Host Disease	0.3453186726821262	0	1	0.05888757185453658
Hypoglycemia	Drug Toxicity	0.3220086476875943	0	2	0.05888326465926244
Venous Thromboembolism	Hemorrhage	0.3453093242319159	0	1	0.05887954915744165
Calcinosis	Hernia, Diaphragmatic	0.3219991591756178	0	2	0.05887512176330034
Lymphoma, Large B-Cell, Diffuse	Budd-Chiari Syndrome	0.3219947254950194	0	2	0.05887131684637226
Skin Neoplasms	Afibrinogenemia	0.3219913246510325	0	2	0.058868398294038934
Glioblastoma	Thrombocytosis	0.3219869897717031	0	2	0.0588646781668499
Ectodermal Dysplasia	Classical Lissencephalies and Subcortical Band Heterotopias	0.3452427394637648	0	1	0.05882240712705204
Neoplastic Syndromes, Hereditary	Port-Wine Stain	0.3219218619723695	0	2	0.05880878648483209
Angelman Syndrome	Corneal Opacity	0.3452187020508967	0	1	0.05880177858670058
Adrenal Insufficiency	Wilms Tumor	0.3218968546974477	0	2	0.05878732562368891
Coxsackievirus Infections	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0.3451786839238631	0	1	0.05876743564169094
Waardenburg's Syndrome	Orofaciodigital Syndromes	0.3218606715893694	0	2	0.0587562738333348
Hydrocephalus	Synostosis	0.3451641190512072	0	1	0.05875493629057757
Schistosomiasis	Neoplasm Recurrence, Local	0.3218585089143926	0	2	0.05875441785872264
Prostatic Intraepithelial Neoplasia	Liver Cirrhosis, Experimental	0.3451184273284382	0	1	0.05871572435241936
Leukemia, Megakaryoblastic, Acute	Noonan Syndrome	0.3451135343698015	0	1	0.05871152529009809
Hyperparathyroidism	Hyperthyroidism	0.345102922253322	0	1	0.05870241813392396
Leukemia, Promyelocytic, Acute	Neoplasm Recurrence, Local	0.3217962359860456	0	2	0.058700976183353584
Head and Neck Neoplasms	Tongue Neoplasms	0.3217654028188655	0	2	0.05867451563051338
Intestinal Neoplasms	Hypokalemia	0.3217571803444259	0	2	0.05866745922861619
Hodgkin Disease	Leukoencephalitis, Acute Hemorrhagic	0.3450532515173639	0	1	0.05865979146745942
Hypotension	Liver Failure	0.3217419058909576	0	2	0.058654350926094334
Diffuse Cerebral Sclerosis of Schilder	Autistic Disorder	0.3217417294509216	0	2	0.05865419950795206
Autistic Disorder	Eye Abnormalities	0.3450012142688388	0	1	0.05861513389607814
Fractures, Bone	Neoplasms, Radiation-Induced	0.3216851980637055	0	2	0.05860568513543158
Liver Cirrhosis	Uterine Cervical Neoplasms	0.3216752640069667	0	2	0.05859715987976394
Kidney Neoplasms	Mycobacterium Infections, Atypical	0.3449735861075881	0	1	0.05859142383034338
Epilepsy	Carbohydrate Metabolism, Inborn Errors	0.3216593623847064	0	2	0.05858351335057001
Neuroendocrine Tumors	Pheochromocytoma	0.3449613580167718	0	1	0.058580929869690906
Bone Diseases	Craniofacial Abnormalities	0.3216509842012709	0	2	0.05857632332159232
Crohn Disease	Granulomatous Disease, Chronic	0.3216505391136188	0	2	0.05857594135417169
Bacteremia	Carcinoma, Renal Cell	0.3216361135666359	0	2	0.05856356157022151
Wolfram Syndrome	Hypertelorism	0.3216267544519719	0	2	0.058555529721055405
Brain Neoplasms	Hyperlysinemias	0.3449281831602824	0	1	0.0585524597148743
Connective Tissue Diseases	Multiple Myeloma	0.3216192290569318	0	2	0.058549071542045146
Cushing Syndrome	Thromboembolism	0.3216095904522016	0	2	0.058540799838775776
Carcinoma, Basal Cell	Cholangitis, Sclerosing	0.3215951152043149	0	2	0.058528377402269516
Liposarcoma	Ovarian Diseases	0.321582437023006	0	2	0.05851749718083517
Skin Neoplasms	Hepatitis C, Chronic	0.3215710049149675	0	2	0.05850768632043732
Brain Diseases	Microphthalmos	0.3448727623750586	0	1	0.058504898444009926
Anemia, Iron-Deficiency	Agammaglobulinemia	0.3448721000107509	0	1	0.05850433001308421
Polycythemia Vera	Moyamoya Disease	0.3215575198058142	0	2	0.05849611360585949
Lymphoma, B-Cell	Cholangitis, Sclerosing	0.3215529469938901	0	2	0.05849218928855404
Leukemia	Dysautonomia, Familial	0.3215342923756522	0	2	0.058476180180287135
Puberty, Precocious	Hypertelorism	0.3448392739869924	0	1	0.05847615922118591
Genetic Predisposition to Disease	Leigh Disease	0.3215130256417851	0	2	0.05845792939430912
Carcinoma, Non-Small-Cell Lung	Pyoderma Gangrenosum	0.3215113957653234	0	2	0.058456530659239656
Epilepsy	Vasospasm, Intracranial	0.3214871369339161	0	2	0.058435712100881894
Histiocytoma	Neuroectodermal Tumors, Primitive	0.3447915759470328	0	1	0.058435225492277955
Hamartoma	Adenomatous Polyposis Coli	0.3214723044718924	0	2	0.058422983108662695
Carcinoma, Squamous Cell	Aortic Aneurysm	0.3447760027324588	0	1	0.05842186079754127
Carcinoma, Renal Cell	Gram-Negative Bacterial Infections	0.321465637900388	0	2	0.05841726195888511
Hodgkin Disease	Esophageal Neoplasms	0.3214382191975868	0	2	0.058393731647190465
Cytomegalovirus Infections	Hemangioma	0.3214346348729617	0	2	0.058390655634577654
Polycystic Kidney Diseases	Nails, Malformed	0.34473404099856	0	1	0.058385849878824746
Cognition Disorders	Obsessive-Compulsive Disorder	0.32142875449165	0	2	0.058385609181207804
Bone Diseases	Kyphosis	0.3214212815062034	0	2	0.05837919597930973
Glioma	Neoplasms, Radiation-Induced	0.3447195410557999	0	1	0.05837340624955559
Esophageal Neoplasms	Venous Thrombosis	0.3447153042410125	0	1	0.05836977027985772
Arthritis, Rheumatoid	Ehlers-Danlos Syndrome	0.3447073437622689	0	1	0.05836293871866269
Carcinoma, Squamous Cell	Aneurysm	0.3447029471190334	0	1	0.058359165586633344
Prolactinoma	Glaucoma	0.321389807181101	0	2	0.05835218519453964
Kidney Neoplasms	Osteoarthritis	0.3213817980959608	0	2	0.058345311920077886
Lymphoma, Non-Hodgkin	Warts	0.3446853076857359	0	1	0.05834402769456692
Brain Neoplasms	Nervous System Malformations	0.3213731052724107	0	2	0.058337851871762575
Cystic Fibrosis	Hyperthyroidism	0.3213685526332532	0	2	0.058333944866417145
Obesity	Prostatic Neoplasms	0.3213672579647443	0	2	0.05833283380168966
Neoplasms, Radiation-Induced	Androgen-Insensitivity Syndrome	0.3446535228175354	0	1	0.05831675040645619
Neoplasms, Second Primary	von Hippel-Lindau Disease	0.3679537055974402	0	0	0.058312611163559236
Rectal Neoplasms	Leukemia, Monocytic, Acute	0.3213351289093452	0	2	0.058305261137385406
Cardiomyopathies	Aortic Aneurysm, Thoracic	0.3213311663146692	0	2	0.05830186049919615
Connective Tissue Diseases	Calcinosis	0.3679404090461837	0	0	0.058301200266486636
Leukemia, Lymphoid	Psoriasis	0.3213198787475448	0	2	0.058292173681601736
Neurocutaneous Syndromes	Autistic Disorder	0.3213169170969138	0	2	0.05828963203829411
Liver Neoplasms	Hyper-IgM Immunodeficiency Syndrome	0.3446200522243449	0	1	0.05828802645492253
Lymphoma, Large-Cell, Anaplastic	Hepatomegaly	0.3213084900977271	0	2	0.05828240011638479
Vascular Diseases	Aortic Aneurysm	0.3213059457722227	0	2	0.05828021661512271
Marfan Syndrome	Spondylitis, Ankylosing	0.3212867462522675	0	2	0.05826373988052993
Genetic Predisposition to Disease	Uterine Neoplasms	0.3445842075238277	0	1	0.058257265080765404
Hemorrhage	Multiple Organ Failure	0.3212592837465374	0	2	0.058240171977831164
Colitis	Pheochromocytoma	0.321250441538445	0	2	0.058232583729984744
Hodgkin Disease	Burns	0.3445259944400698	0	1	0.058207307501974746
Varicose Veins	Corneal Dystrophies, Hereditary	0.3445124222899096	0	1	0.05819566009013501
Epilepsy	Craniofacial Dysostosis	0.3445097974395636	0	1	0.05819340748368458
Tuberculosis	Leukemia, Monocytic, Acute	0.3445095375624745	0	1	0.058193184461138484
Adenocarcinoma	Acromegaly	0.3211899496742892	0	2	0.05818067053668396
Hemochromatosis	Polyendocrinopathies, Autoimmune	0.3211870436840571	0	2	0.058178176660279995
Ileitis	Hemochromatosis	0.3211767352118843	0	2	0.05816933008700917
Bacterial Infections	Heat Stress Disorders	0.3444774422770789	0	1	0.058165640777735124
Skin Neoplasms	Klinefelter Syndrome	0.3444698828114553	0	1	0.05815915335987085
Diabetes Mellitus, Type 2	Diabetic Neuropathies	0.3444574463163522	0	1	0.058148480549844575
Craniofacial Abnormalities	Acromegaly	0.3444446427764256	0	1	0.05813749274756041
Cysts	Lymphoma, Follicular	0.3444436993442077	0	1	0.0581366831084498
Lymphoma, Follicular	Pancreatitis	0.3444317635488028	0	1	0.0581264399912521
Skin Abnormalities	Osteosclerosis	0.3211207992259797	0	2	0.058121326678794535
Hydrocephalus	Substance Withdrawal Syndrome	0.3210890098377085	0	2	0.05809404551162821
Collagen Diseases	Intestinal Neoplasms	0.3443893303863165	0	1	0.0580900244997268
Atherosclerosis	Nesidioblastosis	0.3443892737268524	0	1	0.05808997587544069
Wilms Tumor	Clubfoot	0.3443887998073469	0	1	0.05808956916496411
Testicular Diseases	Precancerous Conditions	0.3210747579726034	0	2	0.058081814778811094
Epilepsy	Syndactyly	0.3210564498244491	0	2	0.05806610300587474
Carcinoma, Basal Cell	Xeroderma Pigmentosum	0.3210500204306038	0	2	0.05806058539833934
